,SquareFeet,Bathrooms,Neighborhood,Bedrooms,Price
20166,2791,2,Rural,4,265818.7916593366
20167,1793,1,Urban,5,253663.2395498784
20168,2243,3,Urban,5,250831.3185990881
20169,1594,1,Rural,4,176744.72815116515
20170,1106,1,Rural,3,120656.06369810566
20171,1580,2,Rural,2,238448.03822649916
20172,1608,2,Urban,5,210158.39552354685
20173,2747,3,Suburb,3,230670.75471483145
20174,2309,3,Rural,5,214600.7221140608
20175,2772,1,Suburb,5,363273.018000042
20176,1007,2,Suburb,4,271104.48324216635
20177,1805,1,Rural,2,250513.0062068022
20178,1188,2,Suburb,3,90282.62314669456
20179,1080,2,Suburb,3,138678.43224095664
20180,1107,2,Urban,2,177026.1352645468
20181,2344,2,Rural,3,207939.9808926075
20182,2602,3,Urban,5,222613.330413456
20183,1685,2,Suburb,2,234051.67948849848
20184,1345,3,Suburb,5,166780.39344250428
20185,2886,3,Suburb,5,346742.15426955145
20186,1327,1,Rural,5,200828.9753259317
20187,1554,1,Suburb,2,164059.29743582694
20188,2722,3,Urban,3,255369.97644660692
20189,1301,3,Rural,5,190145.9146646517
20190,1199,3,Urban,2,173484.7486348002
20191,1892,2,Rural,2,171469.97531587665
20192,2442,2,Rural,4,314774.1617173991
20193,2062,3,Urban,4,282734.1739827819
20194,2755,3,Rural,4,297216.4790224054
20195,1306,3,Urban,3,162005.48559253447
20196,2027,1,Urban,3,222306.23854115105
20197,2656,1,Suburb,3,358827.85597948753
20198,2871,2,Suburb,3,264595.9638842132
20199,2100,2,Suburb,5,214783.83592632177
20200,1467,1,Urban,2,178304.651915568
20201,1178,2,Rural,2,173355.23602497863
20202,1644,2,Suburb,4,150172.95489125888
20203,2846,3,Rural,2,301826.2753182034
20204,2764,3,Rural,3,364431.3166868367
20205,1275,1,Urban,2,112993.5111380993
20206,2175,3,Rural,5,246848.65729364095
20207,2187,2,Urban,5,277756.0948306445
20208,2313,3,Urban,4,247159.74919540016
20209,2401,2,Urban,3,307494.51390722045
20210,1620,1,Urban,2,206550.32902293315
20211,1637,3,Urban,4,206857.4737041591
20212,2775,1,Urban,2,254376.717396836
20213,2333,3,Rural,4,248138.943866704
20214,1929,3,Suburb,4,158911.6164963799
20215,2936,3,Suburb,5,296521.19948194106
20216,2412,1,Suburb,5,244558.9557981577
20217,2880,3,Rural,5,230448.5008004174
20218,2681,2,Rural,4,346236.6336681208
20219,2787,3,Urban,5,289125.7950338012
20220,1182,3,Suburb,5,115023.76965978174
20221,2844,2,Rural,3,282428.19754733134
20222,2329,1,Urban,2,272631.73219938594
20223,1071,1,Suburb,2,50983.0651915917
20224,2242,2,Urban,3,263359.8972715087
20225,1718,3,Suburb,3,198787.9090112452
20226,2196,2,Suburb,5,284018.40501109144
20227,2676,2,Suburb,5,373195.6800885814
20228,2295,3,Rural,2,310820.1281914298
20229,1725,2,Urban,3,129339.82237230416
20230,2491,1,Urban,3,228822.4425840373
20231,1268,1,Rural,5,206705.13413167707
20232,2043,1,Suburb,2,227176.75273396567
20233,1577,2,Suburb,4,228995.20789066367
20234,1994,3,Suburb,3,217967.797270359
20235,1814,1,Urban,2,103477.21866372242
20236,2526,3,Urban,2,254698.0324172064
20237,1146,3,Urban,2,179693.87667722793
20238,2452,1,Suburb,3,322660.3459750208
20239,2188,2,Suburb,4,261947.3060456773
20240,1889,1,Suburb,5,173322.02325379985
20241,1309,2,Urban,4,182328.73184103973
20242,1517,3,Suburb,2,214696.8550652251
20243,1013,1,Suburb,3,156194.08644384734
20244,1131,1,Rural,3,143095.1107491367
20245,2877,2,Urban,4,267098.72126807086
20246,1754,2,Urban,4,254152.7692004884
20247,1438,3,Urban,3,114653.48585556891
20248,1742,1,Urban,4,184219.5843902886
20249,1739,1,Rural,5,244643.865775101
20250,2697,1,Rural,5,364022.1477313442
20251,1794,2,Rural,5,180297.3342148999
20252,1262,2,Rural,2,115073.28540182444
20253,1642,1,Suburb,4,168177.22592745972
20254,2966,2,Suburb,3,317845.032456809
20255,2248,3,Rural,2,207784.69693159737
20256,1257,1,Suburb,3,115138.5088434911
20257,2257,1,Urban,4,197206.6142395504
20258,2359,3,Suburb,4,199644.0668905305
20259,1408,1,Suburb,2,140812.63108564963
20260,2851,1,Suburb,2,281712.16871559096
20261,1974,1,Suburb,5,216782.73356198976
20262,2047,1,Rural,2,187090.40309469923
20263,1270,2,Suburb,5,87329.66760115397
20264,2118,3,Suburb,2,194891.34529895696
20265,1141,1,Urban,5,108040.29096404435
20266,2717,2,Rural,4,223738.04245227168
20267,2741,1,Urban,3,317531.95571702946
20268,1901,2,Suburb,4,175911.0324538879
20269,1973,2,Suburb,5,219087.983332602
20270,2104,3,Urban,4,202433.980490142
20271,1273,2,Urban,2,114852.836953434
20272,1275,1,Suburb,2,119000.96323623614
20273,2906,3,Urban,3,286727.94401225453
20274,2981,3,Suburb,3,308688.7646383948
20275,1464,1,Suburb,4,179210.7909967203
20276,2231,1,Rural,3,285437.5154777476
20277,2319,3,Urban,2,201882.66396374995
20278,2062,2,Rural,2,123551.69150057418
20279,2971,3,Suburb,2,360887.76349573006
20280,1287,3,Rural,5,164679.26621386613
20281,2147,1,Rural,5,255275.66661998804
20282,1875,1,Suburb,4,177810.13467702444
20283,2992,1,Suburb,5,423164.5899449282
20284,2306,3,Rural,3,263997.68587781355
20285,1877,3,Rural,2,187177.70801862032
20286,1179,1,Urban,4,80307.75261832887
20287,2120,3,Rural,5,309748.50629782694
20288,2214,1,Urban,4,179056.13572607946
20289,2097,3,Rural,4,342664.23541397863
20290,1446,2,Urban,3,212096.249914556
20291,1784,1,Rural,3,167397.60023234354
20292,2520,2,Suburb,3,293957.26610113145
20293,1560,1,Suburb,4,129784.22048277417
20294,1483,1,Rural,4,222955.28981382248
20295,1848,3,Rural,3,166035.41942963563
20296,1721,1,Rural,5,135119.80183772318
20297,1115,2,Suburb,2,65938.5953062906
20298,1534,2,Rural,3,194668.183666286
20299,2121,3,Suburb,5,251123.49164198735
20300,2351,1,Rural,4,263882.47912004846
20301,2932,1,Rural,4,284685.45450102835
20302,1406,3,Rural,5,160245.0390629769
20303,2336,1,Suburb,5,271662.0900342166
20304,2725,1,Urban,4,363640.0800135482
20305,1693,2,Rural,4,178550.55715705498
20306,2171,2,Suburb,4,262968.2924678492
20307,2365,2,Rural,4,339137.63498982706
20308,1494,2,Suburb,3,201518.9325958324
20309,1947,1,Suburb,4,192826.56835228088
20310,1022,1,Urban,4,125182.92185514791
20311,2128,2,Rural,5,262840.55554034875
20312,2698,1,Rural,5,215240.9295121697
20313,2602,3,Suburb,5,261599.7428305515
20314,2825,3,Rural,4,322744.28455384774
20315,2824,1,Urban,5,405405.0645992828
20316,1557,1,Rural,4,249362.15047413815
20317,2616,2,Suburb,4,227140.09394091024
20318,1940,2,Suburb,5,172404.69028467237
20319,2682,3,Suburb,2,374900.2020853631
20320,2245,1,Rural,3,185505.2195034841
20321,1854,1,Suburb,3,136117.64905009023
20322,2038,2,Suburb,2,130238.18953626131
20323,1890,1,Rural,2,175003.49959948284
20324,2656,2,Rural,4,384608.61892972415
20325,1077,2,Suburb,5,181941.362694616
20326,2345,1,Suburb,3,251862.6812955436
20327,1806,2,Suburb,3,281877.95863970806
20328,2264,3,Suburb,2,339631.78648291016
20329,2041,2,Urban,5,210932.1816948845
20330,1767,3,Urban,3,122720.99300088844
20331,1453,1,Suburb,3,97599.29968429684
20332,2466,1,Rural,4,228084.56036186457
20333,1927,1,Rural,4,211832.2369060186
20334,1276,1,Urban,4,237302.15666633207
20335,2447,1,Urban,3,309815.408892074
20336,2499,2,Urban,3,229818.68814767533
20337,2050,1,Rural,4,257450.2154863338
20338,1513,1,Urban,4,207752.85164601132
20339,2888,1,Rural,5,248523.99774273852
20340,1463,3,Rural,3,144939.04461195137
20341,1806,2,Urban,3,103680.73069320196
20342,1823,1,Suburb,2,220256.63008772797
20343,1362,1,Suburb,4,144237.97851413992
20344,2406,2,Rural,4,267238.47373450187
20345,1750,3,Rural,4,256554.4975823073
20346,1524,1,Urban,3,230079.43786637328
20347,2405,3,Suburb,5,322670.0200200274
20348,2207,2,Urban,3,291831.9222239979
20349,2217,1,Suburb,2,232354.53486001265
20350,2485,2,Rural,2,259570.93249061945
20351,1055,1,Urban,5,208839.96465353871
20352,2253,1,Rural,4,228466.82702552184
20353,1488,1,Urban,2,88946.02275434436
20354,2051,1,Urban,3,130114.8718493537
20355,2855,2,Rural,2,348460.8137245219
20356,2606,1,Rural,2,267372.8443201157
20357,1721,3,Urban,5,263379.8188681152
20358,2983,1,Suburb,5,264121.4579503605
20359,2207,2,Urban,3,229327.8674349922
20360,2448,3,Rural,4,287897.56948056223
20361,2398,1,Rural,5,361139.4122578051
20362,2891,2,Urban,5,286771.44104940176
20363,1040,2,Rural,4,184545.13326559475
20364,2507,1,Urban,2,256735.62110477668
20365,2003,3,Urban,3,206157.99125333212
20366,1259,2,Rural,3,200180.54994229405
20367,1440,2,Urban,2,239144.63447774985
20368,1925,3,Rural,4,228625.4950395087
20369,1855,1,Urban,4,95150.19487493826
20370,1083,1,Suburb,5,97703.81746986696
20371,1045,1,Urban,4,101891.901900268
20372,1439,1,Rural,3,197908.81501412508
20373,2694,3,Suburb,3,219583.6040436275
20374,2879,2,Rural,3,311960.63036671025
20375,2542,1,Suburb,4,283279.316954596
20376,1985,2,Urban,2,238360.6334691
20377,2868,2,Suburb,3,363441.3881432074
20378,2461,3,Rural,3,203607.20769085607
20379,1135,2,Urban,2,114606.97359394086
20380,2206,1,Suburb,5,224698.87575744637
20381,2732,2,Suburb,4,283082.73409420176
20382,2195,1,Urban,3,218665.78427815143
20383,1908,1,Rural,4,218831.3901502722
20384,1860,1,Urban,3,257574.96550317545
20385,1787,2,Urban,3,153647.92586276776
20386,1589,3,Rural,5,150778.5377723881
20387,2951,2,Suburb,2,271997.95839973533
20388,1955,3,Suburb,2,279369.72541800013
20389,1689,3,Urban,2,170132.20558682297
20390,1538,3,Rural,5,168767.97811071228
20391,2143,2,Suburb,5,381617.5236775664
20392,2304,3,Suburb,2,222730.0810671333
20393,2331,3,Urban,4,211892.73164357615
20394,1707,3,Urban,4,110458.91963287434
20395,2300,1,Suburb,5,356123.24517561274
20396,2553,3,Rural,4,342619.29538216034
20397,1294,1,Rural,2,136252.22307322462
20398,2806,3,Urban,3,269994.5311109722
20399,1052,2,Rural,4,160848.39690771926
20400,1805,1,Rural,2,181790.4391447758
20401,2455,3,Urban,2,304360.710806328
20402,1051,2,Suburb,2,53028.225024317
20403,1727,1,Suburb,4,194805.23764076355
20404,1071,2,Urban,3,83751.97257310196
20405,1027,3,Rural,4,109463.89151472386
20406,1468,3,Urban,2,113239.87488759158
20407,2935,3,Suburb,2,339007.6077182285
20408,1763,3,Urban,2,140685.292677859
20409,1885,1,Urban,5,299309.7952573065
20410,1911,1,Suburb,4,216753.28631420535
20411,1546,1,Urban,3,126996.6191781557
20412,2424,3,Urban,4,249413.00332112587
20413,1200,3,Suburb,2,138246.73667785982
20414,2784,2,Rural,2,408594.3656247743
20415,2634,2,Urban,5,350553.3731031937
20416,1819,1,Rural,2,57393.453026128176
20417,2489,3,Rural,4,265671.81585073227
20418,2675,3,Rural,4,248482.08123198512
20419,2618,2,Rural,4,199292.57570326224
20420,1559,1,Urban,2,276675.5999205868
20421,2813,3,Suburb,5,309690.63822493266
20422,1378,2,Urban,4,138336.6529706687
20423,2783,1,Rural,3,398641.53559464944
20424,2918,1,Rural,3,336246.0917404558
20425,2200,1,Urban,3,214379.16363843696
20426,2075,2,Rural,4,256061.385332002
20427,1078,3,Rural,5,229586.54560004047
20428,2408,2,Urban,2,236100.71272124047
20429,1833,3,Urban,5,233086.1129628181
20430,2599,3,Suburb,2,347625.8545763622
20431,2031,3,Rural,2,183399.31189016477
20432,2237,1,Rural,2,296270.93925332715
20433,1024,3,Urban,2,153648.61303496218
20434,1449,1,Urban,4,255717.44098276453
20435,1767,2,Rural,3,101087.48858088236
20436,1754,3,Urban,4,153181.17408042122
20437,2992,2,Urban,5,285001.046006009
20438,2480,2,Urban,2,232416.8540422457
20439,2484,3,Rural,4,290211.57735752687
20440,1197,3,Rural,4,268885.2498528029
20441,2117,1,Suburb,4,175525.8262334562
20442,2742,3,Suburb,2,261173.0679885156
20443,2970,1,Suburb,2,375363.87415963726
20444,1436,1,Suburb,2,168789.88193875836
20445,2550,3,Rural,4,377418.3918448754
20446,1689,3,Urban,4,188462.81878305844
20447,2990,3,Rural,5,319172.8644795182
20448,2401,1,Rural,3,312147.747995103
20449,1586,1,Rural,3,147485.61595598137
20450,1103,1,Suburb,2,83705.79431100271
20451,2829,1,Urban,3,305240.74353529594
20452,2703,1,Urban,2,245143.3189916616
20453,2985,3,Rural,2,324700.0838385376
20454,1626,1,Suburb,4,204725.30660120965
20455,2062,3,Rural,3,305443.348546091
20456,1457,1,Urban,5,96928.39814304482
20457,1363,1,Urban,2,255440.7748725055
20458,2808,3,Rural,2,271313.8091210074
20459,1134,2,Urban,5,254025.83726015763
20460,1373,2,Suburb,3,137174.87346332145
20461,2255,1,Urban,5,244334.33209155375
20462,1038,3,Rural,3,179287.00258267944
20463,2987,2,Urban,3,238465.1113882563
20464,2826,2,Rural,3,252277.00736072616
20465,1818,3,Rural,3,130484.7026789739
20466,1046,2,Suburb,3,184808.45785165197
20467,1035,1,Rural,3,146510.0111691739
20468,2855,1,Rural,2,359620.836937528
20469,1094,1,Urban,4,139639.40254721476
20470,1984,2,Urban,2,153931.18706477602
20471,2384,3,Urban,2,256698.73535269796
20472,2548,3,Suburb,5,275742.3590789131
20473,2169,1,Suburb,4,191175.2128799735
20474,2940,1,Urban,4,328170.7019618446
20475,1367,1,Suburb,4,171357.78798240828
20476,1064,1,Urban,3,139139.95252343547
20477,2251,2,Suburb,3,276694.97947279044
20478,1753,1,Rural,3,181221.81935505377
20479,2543,2,Urban,2,309138.6396341525
20480,1815,1,Urban,4,169728.90049047183
20481,2876,3,Suburb,4,357004.1370942145
20482,2578,2,Suburb,2,307655.49412010494
20483,1755,3,Rural,3,273202.7490286786
20484,1180,3,Suburb,5,191347.1179938668
20485,2524,3,Urban,4,308822.9034399867
20486,1596,1,Rural,2,235150.23851428647
20487,2178,3,Urban,3,238408.6897696413
20488,1786,3,Suburb,2,120631.12243312558
20489,2558,3,Urban,5,331910.60600951494
20490,1626,2,Rural,5,133190.02206776434
20491,2841,1,Urban,3,351290.3934051764
20492,2458,3,Suburb,2,174094.061041773
20493,2834,1,Urban,3,358711.86194331595
20494,2122,2,Urban,2,330968.8370215089
20495,1615,1,Rural,2,187238.1449353319
20496,2395,3,Suburb,5,243681.86017011176
20497,2586,1,Rural,2,269930.1582141046
20498,2385,1,Rural,2,285445.82604914973
20499,1111,1,Rural,5,167084.36878392147
20500,1452,1,Suburb,4,115466.64650844576
20501,1755,1,Urban,4,281687.0072290828
20502,2192,2,Suburb,4,201403.38946548387
20503,1583,3,Urban,4,138759.71277814746
20504,1138,1,Rural,2,92816.31997347732
20505,2871,1,Urban,4,325892.9928103375
20506,1230,3,Suburb,4,164209.27995917463
20507,2262,3,Suburb,2,233109.93893445763
20508,1983,3,Suburb,4,258752.0327763708
20509,1252,3,Urban,4,142725.6577576554
20510,2459,1,Urban,3,257794.3501903728
20511,2942,3,Suburb,4,300236.3650038594
20512,1560,2,Suburb,3,189515.19643532496
20513,2445,1,Urban,4,231017.9636849054
20514,2326,2,Rural,2,234217.6652352431
20515,1071,3,Suburb,4,158568.10101522232
20516,2286,2,Urban,5,334057.18446458154
20517,2857,1,Suburb,2,185571.8940337336
20518,1221,1,Rural,4,147050.75997805817
20519,2100,1,Rural,4,236132.41441924745
20520,1061,1,Rural,2,67752.49480292315
20521,2494,2,Urban,5,241961.9938428564
20522,2180,1,Rural,2,171115.87518782448
20523,1805,1,Suburb,5,262134.92863361724
20524,1124,1,Rural,2,35936.28028500006
20525,1740,3,Suburb,2,137709.66135935727
20526,2875,2,Suburb,3,265807.2522812405
20527,1160,3,Suburb,3,103218.51455506952
20528,1540,1,Suburb,2,159204.18883722628
20529,1625,3,Suburb,3,153931.75112613256
20530,2614,1,Rural,4,275350.28599892475
20531,2558,3,Urban,4,222494.48214432405
20532,1105,1,Rural,4,47632.31331715312
20533,2154,1,Rural,3,239332.3825376288
20534,2380,1,Urban,3,311932.18929115706
20535,2708,3,Rural,4,300224.8674823152
20536,1775,1,Urban,2,183645.8813881037
20537,2877,3,Suburb,4,308961.1789883249
20538,2908,1,Rural,3,284955.79259522783
20539,2820,2,Suburb,5,376356.6618527306
20540,1001,1,Suburb,4,193028.3448674557
20541,1232,2,Urban,4,209975.04311744744
20542,1368,1,Rural,3,235500.78988483985
20543,2274,1,Suburb,3,276674.2735916377
20544,1945,1,Suburb,3,224324.30034800465
20545,2856,1,Suburb,3,289341.13839239965
20546,2131,1,Urban,4,245856.44816585703
20547,2299,3,Urban,3,259541.72477292057
20548,1179,3,Suburb,5,217699.87135678885
20549,2748,3,Rural,2,322065.7725799481
20550,1292,2,Urban,3,229737.44508890813
20551,1583,1,Suburb,3,129908.97427294664
20552,1794,1,Suburb,4,305403.25108479254
20553,1174,1,Urban,2,120851.09712333504
20554,1122,2,Suburb,2,211133.518585757
20555,1226,2,Rural,2,121505.30765365304
20556,2925,2,Urban,3,341385.6116058348
20557,1443,2,Urban,4,165168.0915811546
20558,2836,3,Rural,4,326928.69375083776
20559,1427,2,Suburb,3,182745.4896133929
20560,2106,2,Urban,2,216406.70164580343
20561,1764,2,Rural,2,145054.33074609123
20562,2681,2,Rural,4,324540.72286611795
20563,1631,3,Suburb,5,252877.47242006348
20564,1064,1,Urban,3,104888.78859354956
20565,2304,2,Urban,5,246676.76514534655
20566,2818,3,Rural,5,363686.8689094721
20567,2414,3,Rural,2,268657.1721730562
20568,1427,3,Urban,5,183438.09676400872
20569,1617,1,Suburb,3,286460.0953817611
20570,1924,2,Suburb,4,136474.3653612517
20571,1811,1,Suburb,3,159227.99866441073
20572,1106,3,Rural,3,163593.5630176595
20573,2571,1,Rural,3,254451.24414861883
20574,1658,3,Suburb,3,156803.4921021369
20575,2285,3,Urban,5,162693.05920721428
20576,2944,2,Rural,2,261696.3503544161
20577,2182,3,Rural,4,205689.81024187768
20578,1264,1,Urban,2,129424.2079188166
20579,2491,1,Rural,5,310295.0297807284
20580,2225,3,Rural,2,256536.97754957125
20581,2956,2,Suburb,2,377637.454042543
20582,1154,1,Suburb,5,131977.1945342614
20583,2036,2,Urban,2,246950.69854448404
20584,2320,2,Suburb,4,249589.04579908896
20585,1895,2,Rural,5,166049.15905023838
20586,2857,2,Suburb,4,366972.2466145986
20587,2521,3,Suburb,2,223192.99828796968
20588,2620,3,Rural,3,330684.66330219456
20589,1992,3,Rural,3,221596.2997285188
20590,2815,2,Rural,5,340932.3835045891
20591,1244,1,Suburb,3,130848.0725133488
20592,2323,1,Suburb,3,273003.8011096186
20593,2385,3,Suburb,3,313850.162337306
20594,2377,1,Urban,5,268775.7479187174
20595,2851,3,Suburb,4,355873.7616942777
20596,2544,2,Urban,3,274676.2384336354
20597,1385,3,Rural,5,283839.1382993907
20598,1758,1,Rural,4,180349.37493868064
20599,2335,3,Urban,5,257213.48569555816
20600,1413,3,Rural,3,193019.98083934136
20601,2301,1,Rural,3,269756.1869838258
20602,2773,3,Urban,2,275547.2887551611
20603,1714,3,Urban,2,195604.87725474843
20604,1758,1,Suburb,2,196318.7235098605
20605,1746,3,Suburb,4,277891.0472485522
20606,1592,2,Urban,5,144577.0867575048
20607,2379,3,Urban,4,294629.8112723292
20608,2548,1,Urban,2,322683.4124109038
20609,1838,2,Urban,2,184157.73243135025
20610,1015,2,Urban,3,201029.224756881
20611,1992,1,Suburb,4,187272.5738433773
20612,2068,1,Urban,3,288825.36967904447
20613,2344,3,Rural,3,356131.9221884549
20614,1650,2,Suburb,5,292907.05982331623
20615,2349,2,Rural,2,243218.58806088727
20616,1147,2,Suburb,3,136817.35619070462
20617,1354,1,Rural,3,136019.03027821236
20618,2259,3,Rural,2,276977.3021754332
20619,1702,1,Urban,2,220042.9753657399
20620,1612,2,Urban,5,186938.258833711
20621,1104,3,Suburb,5,204898.9288258449
20622,2497,3,Suburb,3,272328.4010005169
20623,2785,1,Urban,3,331248.81275517493
20624,1395,2,Rural,3,148652.2934232702
20625,2469,2,Suburb,4,270170.6325532358
20626,1605,2,Suburb,5,140247.78178940428
20627,2243,3,Urban,3,260560.25975209384
20628,2833,2,Urban,2,348681.8614136757
20629,1850,1,Suburb,5,323234.4284631845
20630,2988,3,Rural,5,273891.9902357874
20631,1441,1,Suburb,3,87839.06307466829
20632,2668,3,Urban,4,313796.06324775296
20633,1872,1,Suburb,3,174090.16050400585
20634,1666,2,Suburb,4,256302.03092092575
20635,2051,3,Rural,4,222677.92104076096
20636,1793,1,Suburb,2,173753.32530330168
20637,1474,3,Rural,3,163461.54028772784
20638,1627,3,Urban,4,231351.49191564549
20639,2328,2,Urban,5,256674.9919656448
20640,2769,3,Suburb,3,274515.09454170545
20641,2428,1,Urban,4,218612.5279559465
20642,2536,3,Urban,5,321824.41829534806
20643,1501,1,Suburb,2,198378.89868995693
20644,1347,2,Suburb,2,111973.1075835411
20645,2263,3,Suburb,3,205580.15643194644
20646,2017,1,Urban,3,235968.11520146392
20647,1569,3,Rural,3,211908.870823707
20648,2870,3,Urban,3,296921.95009765733
20649,1694,2,Urban,3,134438.511544928
20650,2360,3,Rural,4,253554.36834695408
20651,1025,3,Rural,5,110233.44661771924
20652,2432,2,Rural,3,279645.17226780934
20653,2100,3,Rural,5,171893.31686585065
20654,2952,2,Urban,4,345360.7013164098
20655,1216,3,Rural,4,125745.53549633184
20656,2351,1,Urban,4,270878.8476199688
20657,1836,1,Urban,3,251075.18896861732
20658,1773,1,Suburb,2,115784.29465720264
20659,2046,2,Suburb,2,276956.7247817652
20660,2779,2,Rural,3,303216.6795230943
20661,1669,2,Urban,3,184207.97707505996
20662,1717,2,Suburb,3,179494.55410458692
20663,1309,2,Rural,4,230371.4694470452
20664,1598,2,Rural,2,158238.1609806789
20665,1266,3,Suburb,2,143990.9721556904
20666,2438,1,Urban,5,247269.18608633208
20667,1645,2,Suburb,5,196929.6082121297
20668,2290,3,Rural,2,257314.80091885405
20669,2356,3,Rural,2,274544.690101737
20670,2022,2,Suburb,4,246997.50592916145
20671,2803,1,Suburb,5,260372.5510726969
20672,1449,2,Rural,3,68204.70299054447
20673,1564,1,Rural,4,185094.01570434964
20674,2634,1,Suburb,5,381523.2490731884
20675,2270,2,Rural,3,233214.17406348223
20676,2059,1,Rural,3,181165.39576523204
20677,2424,1,Suburb,2,171152.6107999226
20678,1027,1,Suburb,2,48103.634366801896
20679,1219,2,Rural,3,163086.62438023894
20680,1405,1,Rural,3,70975.66688062128
20681,2637,1,Urban,2,322631.6788315379
20682,2798,3,Urban,2,222088.33198017735
20683,1270,2,Urban,2,213390.7412449201
20684,2759,1,Suburb,2,362917.6569404284
20685,2674,2,Rural,5,241696.75238821108
20686,1791,2,Suburb,2,113884.6075241036
20687,2534,3,Urban,4,316616.9858827755
20688,1962,3,Urban,4,263477.68538435875
20689,2309,1,Suburb,4,249868.24555825995
20690,2477,1,Rural,2,282329.9714171553
20691,2785,1,Urban,3,283853.8373624417
20692,1833,2,Suburb,3,137232.8287371456
20693,1316,3,Rural,5,189328.6583891536
20694,2613,3,Rural,2,310022.8983979172
20695,2320,1,Urban,4,226396.0530216433
20696,1337,3,Rural,3,100592.33678462711
20697,2330,2,Rural,2,244971.63799866103
20698,2451,1,Urban,4,218735.37448376397
20699,1350,3,Suburb,4,77709.49716213335
20700,1510,1,Suburb,4,180295.2752523656
20701,1524,2,Urban,4,182310.82845004485
20702,2881,2,Rural,4,351901.32248488185
20703,1491,1,Urban,5,193501.13549927485
20704,2931,1,Rural,4,433865.5991188004
20705,2617,3,Urban,5,333760.81871643174
20706,1008,2,Urban,4,139031.27155476194
20707,2520,2,Suburb,4,289910.1210734065
20708,2748,1,Urban,4,308345.5525113283
20709,2583,3,Suburb,4,236197.64681693877
20710,1560,1,Urban,5,179723.99335611222
20711,2844,1,Suburb,2,325091.5402285749
20712,1439,1,Rural,3,255525.7715888304
20713,2575,2,Rural,5,313375.2086317399
20714,2898,1,Rural,5,270375.2654274156
20715,1791,1,Urban,5,195245.011194968
20716,2761,3,Suburb,2,349841.3469400523
20717,2991,1,Suburb,3,258524.4700193004
20718,2131,3,Urban,2,218027.625282819
20719,2268,1,Suburb,3,225391.6575079531
20720,2278,2,Urban,3,310378.6043228494
20721,1032,1,Suburb,3,92006.25185998272
20722,2046,2,Urban,2,278110.00886316295
20723,1844,1,Suburb,3,191666.2693449065
20724,1565,2,Rural,4,176143.5699592804
20725,2844,2,Suburb,5,329745.59222505067
20726,1048,1,Urban,3,113418.95823388157
20727,1461,3,Suburb,5,214057.78579368503
20728,1589,2,Suburb,2,74956.46431674933
20729,1335,2,Suburb,2,84204.90065778588
20730,2968,1,Urban,4,317433.03239130013
20731,2381,3,Urban,3,294090.3974651852
20732,2145,2,Suburb,5,272759.82812507893
20733,2467,1,Urban,5,307566.41754107125
20734,1358,2,Urban,5,127034.74040909667
20735,2625,1,Rural,2,213667.7965845625
20736,1345,1,Suburb,3,152025.1278165132
20737,1192,3,Rural,4,105138.01939118044
20738,2439,1,Urban,4,312261.308225408
20739,2400,3,Suburb,2,207120.55460191716
20740,2486,1,Urban,3,206519.7683976877
20741,1755,1,Rural,4,245818.43264161903
20742,2684,2,Rural,4,302343.4841228598
20743,2169,3,Rural,2,228636.4279755867
20744,1477,2,Urban,5,226241.67896914537
20745,1827,3,Suburb,4,146725.45835589233
20746,1889,3,Suburb,2,181526.37335759337
20747,1652,2,Rural,4,225719.8682433984
20748,1407,3,Suburb,4,209625.10735643416
20749,1285,3,Suburb,2,151914.71764462074
20750,2921,2,Rural,2,250570.31430873217
20751,1850,3,Suburb,3,250514.3407153285
20752,1110,2,Rural,4,87024.23888699527
20753,1619,1,Urban,5,150051.37002742718
20754,2902,2,Urban,5,314812.710035911
20755,1792,3,Urban,3,136345.05653038688
20756,1049,1,Rural,3,-18159.685676249966
20757,2037,1,Suburb,2,260752.8833644895
20758,2157,1,Rural,5,231060.8120716394
20759,1587,2,Urban,4,160314.00463722568
20760,1595,2,Suburb,2,133161.59126440185
20761,2366,1,Suburb,4,342581.2162295203
20762,1669,3,Suburb,5,140514.00165821298
20763,2309,3,Suburb,2,309796.0100838141
20764,2957,1,Urban,4,299928.9963045149
20765,1313,3,Rural,3,192851.8340958724
20766,1605,3,Suburb,4,228434.8987513623
20767,1296,2,Suburb,4,137968.008926792
20768,2629,3,Suburb,2,281752.3065373168
20769,1568,2,Urban,5,122055.28567754866
20770,2187,1,Urban,4,245636.2687983952
20771,1831,3,Rural,4,274603.7247803981
20772,2520,3,Rural,4,271222.051387441
20773,1609,2,Suburb,4,182872.187754598
20774,1015,2,Urban,3,163570.9520500758
20775,2367,1,Suburb,5,239703.4109024956
20776,2101,1,Urban,5,246617.9537737073
20777,2369,3,Urban,2,327209.542992875
20778,1071,2,Rural,4,131267.95678567025
20779,1269,2,Rural,2,129613.16247151942
20780,1286,3,Urban,3,119080.35569142069
20781,1065,2,Suburb,3,275747.6766474764
20782,1879,2,Urban,4,246095.4616465405
20783,1067,2,Urban,2,249638.45966118583
20784,2216,2,Urban,2,248529.70618548937
20785,2078,3,Rural,5,258092.48290399584
20786,1979,1,Urban,2,226166.6597532786
20787,2402,1,Urban,3,300971.7520282497
20788,1973,3,Rural,3,156488.2867461927
20789,2191,1,Rural,4,191946.73563143928
20790,2432,2,Urban,2,306432.0726815877
20791,1507,3,Urban,2,49017.656802086974
20792,2560,1,Suburb,3,225002.6623487269
